# Annotation file compilation of the Affymetrix Human Genome U133 Set annotation data (chip HGU133A) http://bioconductor.org/packages/release/data/annotation/html/hgu133a.db.html
# and the web tool g:Convert http://biit.cs.ut.ee/gprofiler/gconvert.cgi
#
# List start ->
affy	genesym
214066_x_at	NPR2
214067_at	214067_AT
214068_at	BEAN1
214069_at	ACSM2A
214070_s_at	ATP10B
214071_at	GNAL
214072_x_at	214072_X_AT
214073_at	CTTN
214074_s_at	CTTN
214075_at	NENF
214076_at	GFOD2
214077_x_at	MEIS3P2
214078_at	214078_AT
214079_at	DHRS2
214080_x_at	PRKCSH
214081_at	PLXDC1
214082_at	CA5B
214083_at	PPP2R5C
214084_x_at	NCF1
214085_x_at	GLIPR1
214086_s_at	PARP2
214087_s_at	MYBPC1
214088_s_at	FUT3
214089_at	214089_AT
214090_at	214090_AT
214091_s_at	GPX3
214092_x_at	SUGP2
214093_s_at	FUBP1
214094_at	FUBP1
214095_at	SHMT2
214096_s_at	SHMT2
214097_at	RPS21
214098_at	KIAA1107
214099_s_at	PDE4DIP
214100_x_at	NSUN5
214101_s_at	214101_S_AT
214102_at	214102_AT
214103_s_at	214103_S_AT
214104_at	GPR161
214105_at	214105_AT
214106_s_at	GMDS
214107_x_at	NPEPPS
214108_at	MAX
214109_at	LRBA
214110_s_at	214110_S_AT
214111_at	OPCML
214112_s_at	CXORF40B
214113_s_at	RBM8A
214114_x_at	FASTK
214115_at	214115_AT
214116_at	BTD
214117_s_at	BTD
214118_x_at	PCM1
214119_s_at	FKBP1A
214120_at	RFPL1S
214121_x_at	PDLIM7
214122_at	214122_AT
214123_s_at	NOP14-AS1
214124_x_at	FGFR1OP
214125_s_at	214125_S_AT
214126_at	214126_AT
214127_s_at	214127_S_AT
214128_at	DAGLA
214129_at	PDE4DIP
214130_s_at	PDE4DIP
214131_at	TXLNGY
214132_at	214132_AT
214133_at	MUC6
214134_at	214134_AT
214135_at	CLDN18
214136_at	NUDT13
214137_at	214137_AT
214138_at	ZNF79
214139_at	214139_AT
214140_at	SLC25A16
214141_x_at	SRSF7
214142_at	ZG16
214143_x_at	RPL24
214144_at	POLR2D
214145_s_at	SPTB
214146_s_at	PPBP
214147_at	MROH7-TTC4
214148_at	ITFG2
214149_s_at	214149_S_AT
214150_x_at	ATP6V0E1
214151_s_at	CCPG1
214152_at	CCPG1
214153_at	214153_AT
214154_s_at	PKP2
214155_s_at	LARP4
214156_at	MYRIP
214157_at	GNAS
214158_s_at	PRDM10
214159_at	214159_AT
214160_at	214160_AT
214161_at	214161_AT
214162_at	ASXL3
214163_at	214163_AT
214164_x_at	CA12
214165_s_at	214165_S_AT
214166_at	214166_AT
214167_s_at	RPLP0
214168_s_at	TJP1
214169_at	SUN1
214170_x_at	FH
214171_s_at	214171_S_AT
214172_x_at	RYK
214173_x_at	URI1
214174_s_at	214174_S_AT
214175_x_at	PDLIM4
214176_s_at	214176_S_AT
214177_s_at	PBXIP1
214178_s_at	214178_S_AT
214179_s_at	NFE2L1
214180_at	MAN1C1
214181_x_at	LST1
214182_at	214182_AT
214183_s_at	TKTL1
214184_at	ATF7
214185_at	KHDRBS1
214186_s_at	214186_S_AT
214187_x_at	214187_X_AT
214188_at	214188_AT
214189_s_at	214189_S_AT
214190_x_at	GGA2
214191_at	214191_AT
214192_at	NUP88
214193_s_at	DIEXF
214194_at	DIS3
214195_at	TPP1
214196_s_at	TPP1
214197_s_at	SETDB1
214198_s_at	DGCR2
214199_at	SFTPD
214200_s_at	214200_S_AT
214201_x_at	PRRC2A
214202_at	214202_AT
214203_s_at	PRODH
214204_at	PACRG
214205_x_at	GLRX3
214206_at	PPIL6
214207_s_at	214207_S_AT
214208_at	RPS3
214209_s_at	ABCB9
214210_at	SLC25A17
214211_at	FTH1
214212_x_at	FERMT2
214213_x_at	LMNA
214214_s_at	C1QBP
214215_s_at	214215_S_AT
214216_s_at	LARP4B
214217_at	GRM5
214218_s_at	XIST
214219_x_at	MAP4K1
214220_s_at	ALMS1
214221_at	ALMS1
214222_at	DNAH7
214223_at	PTP4A3
214224_s_at	PIN4
214225_at	PIN4
214226_at	PRSS53
214227_at	214227_AT
214228_x_at	TNFRSF4
214229_at	DNAH17
214230_at	CDC42
214231_s_at	VWA8
214232_at	ABCF2
214233_at	214233_AT
214234_s_at	CYP3A5
214235_at	CYP3A5
214236_at	214236_AT
214237_x_at	PAWR
214238_at	214238_AT
214239_x_at	PCGF2
214240_at	GAL
214241_at	NDUFB8
214242_at	214242_AT
214243_s_at	SERHL2
214244_s_at	214244_S_AT
214245_at	RPS14
214246_x_at	MINK1
214247_s_at	DKK3
214248_s_at	TRIM2
214249_at	214249_AT
214250_at	NUMA1
214251_s_at	NUMA1
214252_s_at	CLN5
214253_s_at	DTNB
214254_at	MAGEA4
214255_at	ATP10A
214256_at	ATP10A
214257_s_at	214257_S_AT
214258_x_at	KAT5
214259_s_at	AKR7A2
214260_at	COPS8
214261_s_at	ADH6
214262_at	214262_AT
214263_x_at	POLR2C
214264_s_at	EFCAB11
214265_at	ITGA8
214266_s_at	PDLIM7
214267_s_at	214267_S_AT
214268_s_at	MTMR4
214269_at	MFSD7
214270_s_at	MAPRE3
214271_x_at	RPL12
214272_at	CYLD
214273_x_at	NPRL3
214274_s_at	ACAA1
214275_at	214275_AT
214276_at	KLF12
214277_at	COX11
214278_s_at	214278_S_AT
214279_s_at	NDRG2
214280_x_at	HNRNPA1
214281_s_at	RCHY1
214282_at	214282_AT
214283_at	TMEM97
214284_s_at	214284_S_AT
214285_at	FABP3
214286_at	GNAT1
214287_s_at	214287_S_AT
214288_s_at	PSMB1
214289_at	214289_AT
214290_s_at	HIST2H2AA4
214291_at	RPL17
214292_at	ITGB4
214293_at	SEPT11
214294_at	214294_AT
214295_at	214295_AT
214296_x_at	IZUMO4
214297_at	CSPG4
214298_x_at	SEPT6
214299_at	TOP3A
214300_s_at	TOP3A
214301_s_at	214301_S_AT
214302_x_at	214302_X_AT
214303_x_at	MUC5AC
214304_x_at	214304_X_AT
214305_s_at	SF3B1
214306_at	OPA1
214307_at	HGD
214308_s_at	HGD
214309_s_at	PFKL
214310_s_at	ZFPL1
214311_at	ZFPL1
214312_at	214312_AT
214313_s_at	214313_S_AT
214314_s_at	EIF5B
214315_x_at	CALR
214316_x_at	214316_X_AT
214317_x_at	RPS9
214318_s_at	FRY
214319_at	FRY
214320_x_at	CYP2A6
214321_at	NOV
214322_at	CAMK2G
214323_s_at	UPF3A
214324_at	GP2
214325_at	GP2
214326_x_at	JUND
214327_x_at	TPT1
214328_s_at	HSP90AA1
214329_x_at	TNFSF10
214330_at	ATPAF2
214331_at	TSFM
214332_s_at	TSFM
214333_x_at	IDH3G
214334_x_at	DAZAP2
214335_at	RPL18
214336_s_at	COPA
214337_at	COPA
214338_at	DNAJB12
214339_s_at	MAP4K1
214340_at	ALOX12P2
214341_at	AP1G2
214342_at	214342_AT
214343_s_at	ATXN7L1
214344_at	214344_AT
214345_at	214345_AT
214346_at	214346_AT
214347_s_at	DDC
214348_at	TACR2
214349_at	RNU2-1
214350_at	214350_AT
214351_x_at	214351_X_AT
214352_s_at	KRAS
214353_at	214353_AT
214354_x_at	SFTPB
214355_x_at	CTAGE4
214356_s_at	KIAA0368
214357_at	C1ORF105
214358_at	ACACA
214359_s_at	HSP90AB1
214360_at	214360_AT
214361_s_at	RGS12
214362_at	RGS12
214363_s_at	MATR3
214364_at	MTERF4
214365_at	TPM3
214366_s_at	ALOX5
214367_at	214367_AT
214368_at	RASGRP2
214369_s_at	RASGRP2
214370_at	214370_AT
214371_at	TSSK2
214372_x_at	ERN2
214373_at	214373_AT
214374_s_at	PPFIBP1
214375_at	PPFIBP1
214376_at	214376_AT
214377_s_at	CTRL
214378_at	214378_AT
214379_at	214379_AT
214380_at	214380_AT
214381_at	214381_AT
214382_at	UNC93A
214383_x_at	KLHDC3
214384_s_at	DCTN2
214385_s_at	MUC5AC
214386_at	214386_AT
214387_x_at	SFTPC
214388_at	214388_AT
214389_at	SLC5A12
214390_s_at	BCAT1
214391_x_at	PTGER1
214392_at	IRGC
214393_at	RND2
214394_x_at	EEF1D
214395_x_at	214395_X_AT
214396_s_at	MBD2
214397_at	MBD2
214398_s_at	IKBKE
214399_s_at	214399_S_AT
214400_at	INSL3
214401_at	PAX1
214402_s_at	SFI1
214403_x_at	PACSIN1
214404_x_at	SPDEF
214405_at	214405_AT
214406_s_at	SLC7A4
214407_x_at	GYPB
214408_s_at	RFPL1S
214409_at	RFPL3S
214410_at	214410_AT
214411_x_at	CTRB2
214412_at	H2AFB3
214413_at	214413_AT
214414_x_at	HBA1
214415_at	PLG
214416_at	214416_AT
214417_s_at	214417_S_AT
214418_at	CT62
214419_s_at	214419_S_AT
214420_s_at	214420_S_AT
214421_x_at	CYP2C9
214422_at	214422_AT
214423_x_at	214423_X_AT
214424_s_at	214424_S_AT
214425_at	214425_AT
214426_x_at	CHAF1A
214427_at	IFFO1
214428_x_at	C4A
214429_at	MTMR6
214430_at	GLA
214431_at	GMPSP1
214432_at	ATP1A3
214433_s_at	SELENBP1
214434_at	HSPA12A
214435_x_at	RALA
214436_at	FBXL2
214437_s_at	SHMT2
214438_at	HLX
214439_x_at	BIN1
214440_at	NAT1
214441_at	STX6
214442_s_at	PIAS2
214443_at	PVR
214444_s_at	CEACAM19
214445_at	214445_AT
214446_at	ELL2
214447_at	ETS1
214448_x_at	NFKBIB
214449_s_at	RHOQ
214450_at	CTSW
214451_at	TFAP2B
214452_at	BCAT1
214453_s_at	IFI44
214454_at	ADAMTS2
214455_at	HIST1H2BC
214456_x_at	SAA2
214457_at	HOXA2
214458_at	TRAF3IP1
214459_x_at	214459_X_AT
214460_at	LSAMP
214461_at	LBP
214462_at	SOCS6
214463_x_at	HIST1H4J
214464_at	CDC42BPA
214465_at	ORM2
214466_at	GJA5
214467_at	GPR65
214468_at	MYH6
214469_at	HIST1H2AE
214470_at	KLRB1
214471_x_at	LHB
214472_at	HIST1H3D
214473_x_at	PMS2P3
214474_at	PRKAB2
214475_x_at	CAPN3
214476_at	TFF2
214477_at	MLLT1
214478_at	SPP2
214479_at	GFRA3
214480_at	ETV3
214481_at	HIST1H2AM
214482_at	ZBTB25
214483_s_at	ARFIP1
214484_s_at	SIGMAR1
214485_at	ODF1
214486_x_at	CFLAR
214487_s_at	RAP2A
214488_at	RAP2B
214489_at	FSHB
214490_at	ARSF
214491_at	SSTR3
214492_at	SGCD
214493_s_at	INADL
214494_s_at	SPG7
214495_at	CACNG2
214496_x_at	KAT6B
214497_s_at	NHLH2
214498_at	ASIP
214499_s_at	BCLAF1P1
214500_at	H2AFY
214501_s_at	H2AFY
214502_at	HIST1H2BJ
214503_x_at	GPR135
214504_at	ABO
214505_s_at	FHL1
214506_at	214506_AT
214507_s_at	EXOSC2
214508_x_at	CREM
214509_at	HIST1H3I
214510_at	GPR20
214511_x_at	FCGR1A
214512_s_at	SUB1
214513_s_at	CREB1
214514_at	214514_AT
214515_at	OR1E1
214516_at	HIST1H4B
214517_at	KRTAP5-9
214518_at	PDHA2
214519_s_at	RLN2
214520_at	FOXC2
214521_at	HES2
214522_x_at	HIST1H2AD
214523_at	CEBPE
214524_at	GHRH
214525_x_at	MLH3
214526_x_at	214526_X_AT
214527_s_at	PQBP1
214528_s_at	PAX8
214529_at	TSHB
214530_x_at	EPB41
214531_s_at	SNX1
214532_x_at	POU5F1
214533_at	CMA1
214534_at	HIST1H1B
214535_s_at	ADAMTS2
214536_at	SLURP1
214537_at	HIST1H1D
214538_x_at	RGS6
214539_at	SERPINB10
214540_at	HIST1H2BO
214541_s_at	QKI
214542_x_at	HIST1H2AJ
214543_x_at	QKI
214544_s_at	SNAP23
214545_s_at	PROSC
214546_s_at	P2RY11
214547_at	ADCY10
214548_x_at	GNAS
214549_x_at	SPRR1A
214550_s_at	TNPO3
214551_s_at	CD7
214552_s_at	RABEP1
214553_s_at	ARPP19
214554_at	HIST1H2AL
214555_at	SSTR5
214556_at	SSTR4
214557_at	PTTG2
214558_at	GPR12
214559_at	DRD3
214560_at	FPR3
214561_at	LILRP2
214562_at	HIST1H4L
214563_at	PCDHGC3
214564_s_at	PCDHGC3
214565_s_at	SMR3B
214566_at	SMR3A
214567_s_at	XCL2
214568_at	TPSD1
214569_at	IFNA5
214570_x_at	POM121L9P
214571_at	FGF3
214572_s_at	INSL3
214574_x_at	LST1
214575_s_at	AZU1
214576_at	KRT36
214577_at	MAP1B
214578_s_at	ROCK1
214579_at	NIPAL3
214580_x_at	KRT6A
214581_x_at	TNFRSF21
214582_at	PDE3B
214583_at	RSC1A1
214584_x_at	ACACB
214585_s_at	VPS52
214586_at	GPR37
214587_at	COL8A1
214588_s_at	MFAP3
214589_at	FGF12
214590_s_at	UBE2D1
214591_at	KLHL4
214592_s_at	SNAPC5
214593_at	PIAS2
214594_x_at	ATP8B1
214595_at	KCNG1
214596_at	CHRM3
214597_at	SSTR2
214598_at	CLDN8
214599_at	IVL
214600_at	TEAD1
214601_at	TPH1
214602_at	COL4A4
214603_at	MAGEA2B
214604_at	HOXD11
214605_x_at	GPR1
214606_at	TSPAN2
214607_at	PAK3
214608_s_at	EYA1
214609_at	PHOX2A
214610_at	CYP11B1
214611_at	GRIK1
214612_x_at	MAGEA3
214613_at	GPR3
214614_at	MNX1
214615_at	P2RY10
214616_at	HIST1H3E
214617_at	PRF1
214618_at	CFLAR
214619_at	CRHR1
214620_x_at	PAM
214621_at	GYS2
214622_at	CYP21A2
214623_at	FBXW4P1
214624_at	UPK1A
214625_s_at	MINK1
214626_s_at	GANAB
214627_at	EPX
214628_at	NHLH1
214629_x_at	RTN4
214630_at	CYP11B2
214631_at	ZBTB33
214632_at	NRP2
214633_at	SOX3
214634_at	HIST1H4I
214635_at	CLDN9
214636_at	CALCB
214637_at	214637_AT
214638_s_at	CCNT2
214639_s_at	HOXA1
214640_at	UNC93A
214641_at	COL4A3
214642_x_at	MAGEA5
214643_x_at	BIN1
214644_at	HIST1H2AK
214645_at	214645_AT
214646_at	HIST1H3J
214647_s_at	HFE
214648_at	GPX5
214649_s_at	MTMR2
214650_x_at	MOG
214651_s_at	HOXA9
214652_at	DRD1
214655_at	GPR6
214656_x_at	MYO1C
214657_s_at	NEAT1
214658_at	TMED7
214659_x_at	YLPM1
214660_at	ITGA1
214661_s_at	NOP14
214662_at	WDR43
214663_at	DSTYK
214664_at	PAICS
214665_s_at	CHP1
214666_x_at	IREB2
214667_s_at	TP53I11
214668_at	SPRYD7
214669_x_at	IGKV3-11
214670_at	ZKSCAN1
214671_s_at	ABR
214672_at	TTLL5
214673_s_at	HUWE1
214674_at	USP19
214675_at	NUP188
214676_x_at	MUC3A
214677_x_at	IGLC1
214678_x_at	ZFX
214679_x_at	GNA11
214680_at	NTRK2
214681_at	GK
214682_at	PKD1P6
214683_s_at	CLK1
214684_at	MEF2A
214685_at	NOP14-AS1
214686_at	ZNF266
214687_x_at	ALDOA
214688_at	214688_AT
214689_at	214689_AT
214690_at	TAF1B
214691_x_at	FAM63B
214692_s_at	JRK
214693_x_at	NBPF8
214694_at	MPRIP
214695_at	UBAP2L
214696_at	MIR22HG
214697_s_at	PTBP3
214698_at	PTBP3
214699_x_at	WIPI2
214700_x_at	RIF1
214701_s_at	FN1
214702_at	FN1
214703_s_at	MAN2B2
214704_at	TCF25
214705_at	INADL
214706_at	ZNF200
214707_x_at	ALMS1
214708_at	SNTB1
214709_s_at	KTN1
214710_s_at	CCNB1
214711_at	GATC
214712_at	214712_AT
214713_at	YLPM1
214714_at	ZNF394
214715_x_at	ZNF160
214716_at	BMP2K
214717_at	214717_AT
214718_at	GATAD1
214719_at	SLC46A3
214720_x_at	SEPT10P1
214721_x_at	CDC42EP4
214722_at	NOTCH2NL
214723_x_at	ANKRD36C
214724_at	DIXDC1
214725_at	SBSPON
214726_x_at	ADD1
214727_at	BRCA2
214728_x_at	SMARCA4
214729_at	TWISTNB
214730_s_at	GLG1
214731_at	SEPT2
214732_at	SP1
214733_s_at	YIPF1
214734_at	EXPH5
214735_at	IPCEF1
214736_s_at	ADD1
214737_x_at	HNRNPC
214738_s_at	NEK9
214739_at	LRCH3
214740_at	214740_AT
214741_at	ZNF131
214742_at	CEP131
214743_at	CUX1
214744_s_at	RPL23
214745_at	PLCH1
214746_s_at	ZNF467
214747_at	ZBED4
214748_at	N4BP2L2
214749_s_at	ARMCX6
214750_at	214750_AT
214751_at	ZNF468
214752_x_at	FLNA
214753_at	214753_AT
214754_at	TET3
214755_at	UAP1L1
214756_x_at	214756_X_AT
214757_at	214757_AT
214758_at	DCAF4
214759_at	214759_AT
214760_at	ZNF337
214761_at	ZNF423
214762_at	ATP6V1G2
214763_at	ACOT11
214764_at	RRP15
214765_s_at	NAAA
214766_s_at	AHCTF1
214767_s_at	HSPB6
214768_x_at	IGKV2-28
214769_at	CLCN4
214770_at	MSR1
214771_x_at	MPRIP
214772_at	KIAA1549L
214773_x_at	TIPRL
214774_x_at	TOX3
214775_at	N4BP3
214776_x_at	XYLB
214777_at	IGKV4-1
214778_at	MEGF8
214779_s_at	SGSM3
214780_s_at	MYO9B
214781_at	214781_AT
214782_at	214782_AT
214783_s_at	ANXA11
214784_x_at	XPO6
214785_at	VPS13A
214786_at	MAP3K1
214787_at	DENND4A
214788_x_at	DDN
214789_x_at	SRSF8
214790_at	SENP6
214791_at	SP140L
214792_x_at	VAMP2
214793_at	DUSP7
214794_at	PA2G4
214795_at	ZMYND8
214796_at	KIAA1456
214797_s_at	CDK18
214798_at	ATP2C2
214799_at	NFASC
214800_x_at	BTF3
214801_at	TOR1AIP2
214802_at	EXOC7
214803_at	CDH6
214804_at	CENPI
214805_at	EIF4A1
214806_at	BICD1
214807_at	PLXDC2
214808_at	214808_AT
214809_at	214809_AT
214811_at	RIMBP2
214812_s_at	MOB1A
214813_at	ZNF75D
214814_at	214814_AT
214815_at	TRIM33
214816_x_at	C19ORF40
214817_at	UNC13A
214818_at	CCDC57
214819_at	IQSEC2
214820_at	BRWD1
214821_at	SLC25A4
214822_at	BRINP2
214823_at	ZNF204P
214824_at	214824_AT
214825_at	FAM155A
214826_at	PDE12
214827_at	PARD6B
214828_s_at	RRP7B
214829_at	AASS
214830_at	SLC38A6
214831_at	ELK4
214832_at	HNF4A
214833_at	TMEM63A
214834_at	PWAR5
214835_s_at	SUCLG2
214836_x_at	214836_X_AT
214837_at	ALB
214838_at	SFT2D2
214839_at	LINC00599
214840_at	TOM1L2
214841_at	CNIH3
214842_s_at	214842_S_AT
214843_s_at	USP33
214844_s_at	DOK5
214845_s_at	CALU
214846_s_at	ALPK3
214847_s_at	GPSM3
214848_at	YWHAZ
214849_at	KCTD20
214850_at	214850_AT
214851_at	214851_AT
214852_x_at	214852_X_AT
214853_s_at	SHC1
214854_at	214854_AT
214855_s_at	RALGAPA1
214856_at	214856_AT
214857_at	RPARP-AS1
214858_at	214858_AT
214859_at	FSTL4
214860_at	SLC9A7
214861_at	KDM4C
214862_x_at	214862_X_AT
214863_at	214863_AT
214864_s_at	GRHPR
214865_at	DOT1L
214866_at	PLAUR
214867_at	ZSWIM8-AS1
214868_at	PIWIL1
214869_x_at	GAPVD1
214870_x_at	NPIPA5
214871_x_at	214871_X_AT
214872_at	RIF1
214873_at	LRP5L
214874_at	PKP4
214875_x_at	APLP2
214876_s_at	TUBGCP5
214877_at	CDKAL1
214878_at	ZNF37A
214879_x_at	USF2
214880_x_at	214880_X_AT
214881_s_at	UBTF
214882_s_at	SRSF2
214883_at	THRA
214884_at	214884_AT
214885_at	KAT8
214886_s_at	214886_S_AT
214887_at	214887_AT
214888_at	CAPN2
214889_at	FAM149A
214890_s_at	FAM149A
214891_at	FBXO21
214892_x_at	CACTIN
214893_x_at	HCN2
214894_x_at	MACF1
214895_s_at	ADAM10
214896_at	LINC01314
214897_at	214897_AT
214898_x_at	MUC3A
214899_at	ZNF780B
214900_at	ZKSCAN1
214901_at	ZNF8
214902_x_at	214902_X_AT
214903_at	SYT2
214904_at	ZNF41
214905_at	RASGRF1
214906_x_at	N4BP2L1
214907_at	CEACAM21
214908_s_at	TRRAP
214909_s_at	DDAH2
214910_s_at	APOM
214911_s_at	BRD2
214912_at	214912_AT
214913_at	ADAMTS3
214914_at	FAM13C
214915_at	ZNF362
214916_x_at	214916_X_AT
214917_at	214917_AT
214918_at	214918_AT
214919_s_at	ANKHD1-EIF4EBP3
214920_at	THSD7A
214921_at	KCNMA1
214922_at	214922_AT
214923_at	ATP6V1D
214924_s_at	TRAK1
214925_s_at	SPTAN1
214926_at	214926_AT
214927_at	ITGBL1
214928_at	OBSL1
214929_s_at	KIAA1109
214930_at	SLITRK5
214931_s_at	SRPK2
214932_at	KIDINS220
214933_at	CACNA1A
214934_at	ATP9B
214935_at	214935_AT
214936_at	LRCH1
214937_x_at	PCM1
214938_x_at	HMGB1
214939_x_at	MLLT4
214940_s_at	SMG6
214941_s_at	PRPF40A
214942_at	RBM34
214943_s_at	RBM34
214944_at	PHLPP2
214945_at	FAM153A
214946_x_at	FAM21C
214947_at	FAM105A
214948_s_at	214948_S_AT
214949_at	214949_AT
214950_at	214950_AT
214951_at	SLC26A10
214952_at	NCAM1
214953_s_at	APP
214954_at	SUSD5
214955_at	TMPRSS6
214956_at	AAK1
214957_at	ACTL8
214958_s_at	TMC6
214959_s_at	API5P1
214960_at	API5
214961_at	MTUS2
214962_s_at	NUP160
214963_at	NUP160
214964_at	214964_AT
214965_at	SPATA2L
214966_at	GRIK5
214967_at	214967_AT
214968_at	DDX51
214969_at	MAP3K9
214970_s_at	214970_S_AT
214971_s_at	ST6GAL1
214972_at	MGEA5
214973_x_at	214973_X_AT
214974_x_at	CXCL5
214975_s_at	MTMR1
214976_at	RPL13
214977_at	214977_AT
214978_s_at	PPFIA4
214979_at	ABCC3
214980_at	UBE3A
214981_at	POSTN
214982_at	SNRNP200
214983_at	TTTY15
214984_at	SMG1P3
214985_at	EXT1
214986_x_at	PPIL2
214987_at	GAB1
214988_s_at	SON
214989_x_at	214989_X_AT
214990_at	PIGO
214991_s_at	PIGO
214992_s_at	DNASE2
214993_at	ASPHD1
214994_at	APOBEC3F
214995_s_at	APOBEC3F
214996_at	214996_AT
214997_at	SCAI
214998_at	AAK1
214999_s_at	RAB11FIP3
215000_s_at	FEZ2
215001_s_at	GLUL
215002_at	NPIPB3
215003_at	DGCR9
215004_s_at	SUGP1
215005_at	NECAB2
215006_at	215006_AT
215008_at	TLL2
215009_s_at	THAP9-AS1
215010_s_at	BRSK2
215011_at	SNHG3
215012_at	ZNF451
215013_s_at	USP34
215014_at	KCND3
215015_at	CCDC64
215016_x_at	DST
215017_s_at	FNBP1L
215018_at	215018_AT
215019_x_at	ZNF528
215020_at	NRXN3
215021_s_at	NRXN3
215022_x_at	ZNF33B
215023_s_at	PEX1
215024_at	CCZ1B
215025_at	NTRK3
215026_x_at	SCNN1A
215027_at	RAPGEF3
215028_at	SEMA6A
215029_at	215029_AT
215030_at	GRSF1
215031_x_at	RNF126
215032_at	215032_AT
215033_at	TM4SF1
215034_s_at	TM4SF1
215035_at	215035_AT
215036_at	215036_AT
215037_s_at	BCL2L1
215038_s_at	SETD2
215039_at	LINC01140
215040_at	215040_AT
215041_s_at	DOCK9
215042_at	215042_AT
215043_s_at	215043_S_AT
215044_s_at	STAM2
215045_at	CELF3
215046_at	KANSL1L
215047_at	TRIM58
215048_at	ZNF280B
215049_x_at	CD163
215050_x_at	MAPKAPK2
215051_x_at	AIF1
215052_at	FRMPD4
215053_at	SRCAP
215054_at	EPOR
215055_at	B3GNTL1
215056_at	PGBD5
215057_at	LINC00894
215058_at	DENND5B
215059_at	215059_AT
215060_at	215060_AT
215061_at	FAM53B
215062_at	215062_AT
215063_x_at	215063_X_AT
215064_at	215064_AT
215065_at	PHF8
215066_at	215066_AT
215067_x_at	PRDX2
215068_s_at	FBXL18
215069_at	215069_AT
215070_x_at	RABGAP1
215071_s_at	HIST1H2AC
215072_x_at	EDRF1
215073_s_at	NR2F2
215074_at	MYO1B
215075_s_at	GRB2
215076_s_at	COL3A1
215077_at	215077_AT
215078_at	SOD2
215079_at	215079_AT
215080_s_at	AGAP2
215081_at	KIAA1024
215082_at	ELOVL5
215083_at	215083_AT
215084_s_at	LRRC42
215085_x_at	DLEC1
215086_at	215086_AT
215087_at	C15ORF39
215088_s_at	SDHC
215089_s_at	RBM10
215090_x_at	NPEPPS
215091_s_at	GTF3A
215092_s_at	NFAT5
215093_at	NSDHL
215094_at	SPICE1
215095_at	215095_AT
215096_s_at	ESD
215097_at	215097_AT
215098_at	RXRB
215099_s_at	RXRB
215100_at	ADTRP
215101_s_at	CXCL5
215102_at	DPY19L1P1
215103_at	CYP2C18
215104_at	NRIP2
215105_at	N4BP2L2
215106_at	TTC22
215107_s_at	TTC22
215108_x_at	TOX3
215109_at	215109_AT
215110_at	MBL1P
215111_s_at	TSC22D1
215112_x_at	MCF2L2
215113_s_at	SENP3
215114_at	SENP3
215115_x_at	NTRK3
215116_s_at	DNM1
215117_at	RAG2
215118_s_at	215118_S_AT
215119_at	MYO16
215120_s_at	SAMD4A
215121_x_at	IGLC3
215122_at	TBX6
215123_at	NPIPB3
215124_at	ZNF550
215125_s_at	UGT1A6
215126_at	LINC01314
215127_s_at	RBMS1P1
215128_at	215128_AT
215129_at	PIK3C2G
215130_s_at	IQCK
215131_at	IQCK
215132_at	215132_AT
215133_s_at	FAM153A
215134_at	PI4K2A
215135_at	DNPEP
215136_s_at	EXOSC8
215137_at	215137_AT
215138_s_at	KAZN
215139_at	ARHGEF10
215140_at	215140_AT
215141_at	NOP14-AS1
215142_at	HYPM
215143_at	215143_AT
215144_at	215144_AT
215145_s_at	CNTNAP2
215146_s_at	TTC28
215147_at	215147_AT
215148_s_at	APBA3
215149_at	AJAP1
215150_at	YOD1
215151_at	DOCK10
215152_at	MYB
215153_at	NOS1AP
215154_at	ULK2
215155_at	HEXA
215156_at	215156_AT
215157_x_at	PABPC1
215158_s_at	DEDD
215159_s_at	NADK
215160_x_at	215160_X_AT
215161_at	CAMK1G
215162_at	RALGAPA1
215163_at	215163_AT
215164_at	215164_AT
215165_x_at	UMPS
215166_at	215166_AT
215167_at	MED14
215168_at	215168_AT
215169_at	SLC35E2
215170_s_at	CEP152
215171_s_at	TIMM17A
215172_at	PTPN20A
215173_at	DNAAF1
215174_at	FMO6P
215175_at	PCNX
215176_x_at	IGKV1D-39
215177_s_at	ITGA6
215178_x_at	215178_X_AT
215179_x_at	PGF
215180_at	215180_AT
215181_at	CDH22
215182_x_at	215182_X_AT
215183_at	215183_AT
215184_at	DAPK2
215185_at	LINC00963
215186_at	TBC1D30
215187_at	215187_AT
215188_at	STK24
215189_at	KRT86
215190_at	EIF3M
215191_at	215191_AT
215192_at	215192_AT
215193_x_at	HLA-DRB6
215194_at	215194_AT
215195_at	PRKCA
215196_at	ASLP1
215197_at	215197_AT
215198_s_at	CALD1
215199_at	CALD1
215200_x_at	215200_X_AT
215201_at	215201_AT
215202_at	215202_AT
215203_at	215203_AT
215204_at	215204_AT
215205_x_at	NCOR2
215206_at	215206_AT
215207_x_at	NUS1
215208_x_at	215208_X_AT
215209_at	SEC24D
215210_s_at	DLST
215211_at	215211_AT
215212_at	215212_AT
215213_at	215213_AT
215214_at	IGLV3-25
215215_s_at	215215_S_AT
215216_at	VPS16
215217_at	215217_AT
215218_s_at	WDR62
215219_at	DOPEY2
215220_s_at	TPR
215221_at	215221_AT
215222_x_at	MACF1
215223_s_at	SOD2
215224_at	RPL23
215225_s_at	GPR17
215226_at	215226_AT
215227_x_at	ACP1
215228_at	NHLH2
215229_at	215229_AT
215230_x_at	EIF3CL
215231_at	215231_AT
215232_at	ARHGAP44
